age,income,debt_to_income_ratio,credit_utilization,payment_delinquencies,late_payments_30d,late_payments_90d,credit_history_length,number_of_credit_cards,total_debt,employment_length,credit_risk
26,24436.371132548018,48.93291935769541,82.92948668488658,1,1,0,15.090405791911277,1,13960.724366708278,5.130965320910766,1
48,28467.663360422608,27.996091458782523,63.88156999430073,0,0,0,14.230599097395219,2,8922.253460534068,9.720126559821361,1
18,28272.837759509646,20.504640991496963,47.09780259310837,1,0,0,22.59798258909515,4,6453.032397415807,3.134889702423875,0
25,59566.28979569005,18.02987558963546,31.608869901793675,1,0,0,13.228452159855538,4,9321.796052935204,8.342950814670198,0
47,177822.49787939954,62.3871701186929,56.235178369741554,1,0,1,7.570329494072379,4,129557.83636696431,1.3200280377019453,1
56,40087.6410068853,13.200332811747467,61.09140135521295,0,1,0,24.15312957873751,4,4514.646898723577,3.6032735905814306,0
47,30534.564055454284,2.9452961229265955,69.89706427537192,0,0,0,16.80269561098832,2,794.7862960914669,17.92480101166109,0
43,29514.075071118747,45.49897444243035,57.55358100154149,0,0,0,9.399810684909578,3,16011.619766066513,17.071396598942812,1
40,40115.08846724808,21.961767196415348,73.16282009018823,0,0,0,15.340554928191487,5,9336.555365241118,10.216418550435572,1
22,18720.32276721365,17.666991425942424,48.01820209512958,0,1,0,18.009276935467113,2,3789.8747804612763,5.216375314353799,0
34,39980.969084663986,15.895628245118672,41.825231204960225,1,0,0,8.263609601291497,3,6337.003062742443,15.103255641131998,0
38,52085.916216901736,28.85959035359601,47.91761765869565,0,0,0,13.240074385689814,4,14675.224771642173,7.8789240611492,1
60,42948.14990190497,42.99456368140504,22.44735001998433,3,1,0,14.799437002425496,2,15580.122025953418,5.520951523093462,1
50,52367.08621061186,42.39519253891324,67.8554398821116,0,0,0,0.0,5,21762.222084807207,23.249380419004567,1
18,51379.68230893452,34.700640386472195,48.74274298596839,0,0,0,28.83059380486801,3,18695.574402567483,15.237216167049402,1
49,15000.0,48.48675834949434,51.688901669424695,0,0,0,28.220833729012107,0,8439.163089078793,11.710401222207178,1
39,60445.42233554,12.847658653575367,36.823768243617735,0,1,0,16.15933881680457,4,8878.228004305436,2.3275959324193902,0
34,21230.372988321622,2.3554387276685342,47.256564965866964,0,0,0,17.001577662089996,3,556.8269339911667,3.944937127635761,0
54,15113.273397046589,52.440712103205286,71.73810863653281,0,0,0,17.225478711978973,8,7773.154382719609,9.827742727812794,1
60,15009.49887082395,20.20843792858677,59.88843979684544,0,0,0,7.727554720312171,4,2553.539631836915,12.810576238831167,0
58,51371.215681155845,47.528472937166356,12.822405144227453,0,2,1,19.314030478918667,3,19923.935774498746,0.0,0
32,30392.163003451064,7.332241403506419,18.67807162530036,0,0,0,8.677823457467223,5,1832.3458585250644,3.0011645478553364,0
40,15000.0,28.7775642922321,44.75690303216348,0,0,0,0.08105090403742743,6,4214.086664865516,12.989150677610953,0
49,53232.81200156196,15.045522171733397,30.695526097489097,0,0,0,14.528296775365963,7,8387.939113587709,19.520277457136835,0
59,15000.0,26.898171891018247,82.43167529084877,0,1,1,13.727803939342667,0,3672.6465325455497,0.0,1
37,40613.55215505525,35.832994313635226,41.369542010099565,1,1,0,28.28445220222943,3,12377.842242074146,3.3615366332880914,1
42,43949.614886521325,39.567364912066914,35.4321753609207,1,0,0,9.753678775806613,2,17373.83229690058,8.734345772174501,1
28,73751.87262137923,22.579290795573538,60.51543263307063,0,0,0,13.308092981107597,1,13574.826510061715,12.496031206462401,0
27,151047.22710372822,11.756201872993866,75.91629012573266,0,1,0,12.19677520437039,3,17935.723566053955,4.414931073806961,0
57,15000.0,22.17355695379226,59.846453541254455,0,1,0,10.335997105104394,0,3043.643754701381,3.6338921280101903,0
65,34822.566392202134,55.79356064029008,46.08897206093647,1,1,0,8.08563570631123,4,23181.15280678075,2.683402326363275,1
43,29112.757640128257,28.270806643601215,76.74823260007338,0,3,0,9.501154267468834,2,7360.642839395599,0.9718888578379943,1
60,51379.76766555482,5.470148732871687,68.35776624095197,1,1,0,16.95367970528251,7,2474.7067217600425,7.575197750173013,0
50,43154.19957250249,18.97016136725831,39.382091484525525,0,0,0,8.367042165303829,5,6811.291909774719,8.432742591337025,0
35,27390.814688048362,31.059725894419802,52.578159758269415,1,0,2,33.256694732335305,5,8716.679573330668,0.0,1
50,25521.544304097828,52.367191323309434,32.58181194519214,0,1,0,13.803550366828544,3,15109.01270862671,7.474832957937252,1
68,15000.0,60.56712942489574,43.11766348297044,2,0,0,34.29419096182801,6,9604.62313321518,11.965503986166123,1
44,80040.59847952955,39.276766004994215,47.278949225801384,0,0,0,10.26141781896349,4,35377.43612698731,0.20770355782617322,1
68,52436.77018362759,16.874969478358782,43.80053445999963,0,0,0,0.8223103539431715,4,8373.129655203657,12.393159664687532,0
18,75675.86454233633,15.674189527318259,43.26988467331416,0,1,0,19.069459217107642,5,11629.348534890434,13.855943990389214,0
57,28330.18408879724,25.921630547063764,63.188478018703485,0,0,0,9.984090297700543,3,8719.171606553231,3.2897752446428337,1
46,21472.570846570903,27.165131397518806,49.16536498698493,0,0,0,8.1555717181625,6,5479.128059471813,15.510199709936522,0
40,15326.64271183425,17.264592735888446,71.82623588458186,1,0,0,1.6668256687475775,2,2768.9017185944135,0.0,1
46,48394.14270997821,6.665682545990468,63.00870722303231,0,0,0,12.492257338046363,3,3230.95353440486,12.622426781911834,0
18,15806.32444696694,35.04471797329967,41.25387333709967,3,0,0,25.391473679443642,2,4760.904098027379,3.715254943630903,1
41,159361.49517907738,16.453284144335402,52.873161207005815,0,0,0,16.407279087792116,2,29969.79173599475,13.694190546470367,0
50,15000.0,36.98122869115693,12.630691729984484,0,0,0,14.046911666877893,2,4807.6946233951385,12.39351638207301,0
67,45203.42310525897,33.78920092294442,49.00227501752229,0,2,0,12.646386120770359,3,12494.060611383798,15.693282010366985,1
37,127195.90879009663,50.6867287556125,47.10469887101863,0,1,0,26.574648279618756,3,58571.7552786321,10.63832695865046,1
32,58645.83326078904,62.39588197376867,71.39348073758941,0,0,0,13.322830260027114,3,38399.142817956934,12.87567551378769,1
37,41795.29155709261,8.474140765469338,72.73532757145925,0,0,0,7.534444751571974,3,4079.574738651282,14.754701701036133,0
58,16734.254786710677,11.709974724569257,23.928712095923483,0,0,0,13.056469342932933,5,1767.3416400391259,12.576219214136994,0
49,15000.0,57.86316203060736,48.06628824682767,0,3,0,16.037436219477073,1,9319.841553543283,8.21760405450564,1
37,67241.10944303106,43.611304258553695,45.8331974405338,0,2,0,10.850957551014,5,34961.11146611356,10.73026855454506,1
52,121166.12206399435,11.128012016957353,50.86537501386299,0,0,0,0.0,2,12813.302608278962,0.6313471699929565,0
46,25563.478930394667,59.33736864973177,53.00728984757198,0,2,0,12.589269086765903,4,16832.15404395377,4.289148972778271,1
59,15000.0,7.509889096827092,76.93973247318728,0,0,0,20.225798082866707,2,1040.9720600257476,7.120979830697021,0
34,15000.0,9.45938887109024,66.77389936096472,2,1,0,10.777566190408354,4,1362.4457374416543,4.128562087977211,0
40,16570.646485351026,22.45489055212643,39.70498537759218,2,0,1,10.83605732023938,2,4055.455233164525,18.16757453269081,0
39,33159.16824991252,44.363395212100706,42.93451147648561,0,0,0,21.93610164103834,5,16717.45198577183,10.228237084199911,1
23,130522.19823140856,19.2811294789848,77.90899629571561,0,1,0,21.01449190253021,3,21700.393288729043,11.999595600889139,1
49,62224.67808294264,33.706353050770915,71.00843143378349,0,0,0,12.416506259935574,0,19230.91640169907,5.068178374752343,1
48,46354.252936060795,4.207227389550158,37.46323932537887,0,0,1,11.210113296837967,3,2250.6788310443,11.544489649073277,0
45,26367.942999034905,69.7848837359444,43.35959251493696,0,0,1,2.7528023766553584,2,20810.88640188973,8.297256436166624,1
41,22776.109262140235,17.460375963845767,51.47139354939303,0,0,0,16.600004674285657,3,3488.6653674412178,12.032605221006413,0
23,111805.72858906206,34.42963750444484,85.09115469517607,1,1,0,12.170438607707604,2,37658.44721912811,3.2756637445475185,1
38,42641.823912431784,29.17576458790482,95.53023543048688,0,1,0,29.619424108121397,6,11663.190480962423,5.340011733717241,1
39,15000.0,28.486621982836937,25.31311695541847,0,1,1,20.078747952933586,3,4151.99265122568,6.153878779775251,0
32,21187.534272067493,10.801822285026894,17.79051379275962,0,0,0,24.1593117802331,2,2348.439133589346,12.18236937709782,0
42,18277.5201128504,4.661504902589808,23.714636585242634,0,0,1,7.525501331515185,1,723.5517605446876,0.0,0
51,23458.51433581391,16.14682699496623,56.071726883138226,0,1,0,18.078217163033493,1,3675.208913302502,0.0,0
73,56972.75945171165,36.56270303848698,71.23676481887053,0,0,0,15.371246476249734,2,22551.27787795903,15.335731755324822,1
47,33324.36514872418,17.90470171035062,40.80979950414633,0,0,0,10.763343813578752,4,5249.452530316939,4.17198327918093,0
48,34149.65199271951,42.5107670243151,46.12653040608904,0,0,0,11.861149681826342,1,15853.889050282154,10.824529947002485,1
43,103857.86171721465,41.23963163752194,29.29903163496146,0,0,0,0.0,4,37179.55917905644,13.471001990459397,1
18,20802.55569660619,5.961129233337446,51.473756426404634,1,0,0,24.649712821214315,1,1450.669044999276,7.377099068886291,0
44,161354.58615329993,21.658576593355914,78.78870165436315,0,1,0,1.475014181791062,1,39162.74920728874,17.324499201708335,1
45,21225.40149003027,33.40665661667239,19.152342270894984,0,0,0,15.77713671609091,4,8222.684493288458,10.057265597970243,0
80,39001.62368875131,14.007941665510351,43.90447154929104,0,0,0,20.102172715481466,2,6396.371470816224,12.9672178627312,0
42,28999.59442940213,50.278148095550975,47.65767515107988,0,0,0,25.00750507281562,4,13262.723774578564,10.815478827536873,1
49,40084.11125820869,22.375928328549037,48.1398118729757,1,0,0,28.24202129014853,3,7211.694989784506,9.517768865420553,0
44,51827.36631897433,7.38717903694755,72.04057261018458,0,2,0,20.21003833252363,1,4270.794445079279,9.497687155347384,0
27,51383.28438687346,50.60365497979403,58.69892375871294,0,1,0,17.714134251309208,3,25387.470341829296,5.3493696133363065,1
62,19880.728720579904,31.348341224727854,58.431549187103926,0,0,0,27.469272840563505,3,7249.394757990803,9.92109967719503,1
56,15000.0,28.08618374679584,38.61960691854481,0,1,0,11.732519993430738,6,3626.4416158400954,7.213624287168384,0
56,200000.0,24.1507771884786,41.70516860436685,0,2,0,9.995243759582106,2,54321.0610024384,1.0937197821868807,0
31,24656.91156790075,9.951354423974916,60.01613249224026,1,0,0,15.445669438902687,4,2677.734563310118,1.8372820786825352,0
66,63536.508135420605,16.48453712376931,33.0733170387137,0,1,0,8.464501574524334,2,10933.713141473607,7.694344769304114,0
23,15000.0,3.0807573118564284,80.20528306126093,0,0,0,8.886508519491274,1,427.12827365481104,8.938173550298831,0
53,29036.525721037735,31.855911667625726,71.81256811394978,0,0,0,18.596196982169594,1,10669.143335857083,11.560123598343084,1
77,32801.85976161366,20.576388118306284,52.31656681508699,0,1,0,14.52451012274793,5,8022.020297511985,10.585102250800691,0
30,53010.85887287924,11.50946068540568,31.17944035936628,0,0,0,10.171536746555777,4,6445.767603104116,6.7809530977830725,0
36,15000.0,7.823213671756244,87.98031504355816,0,0,0,15.662339778919995,6,988.5768157067922,11.694669876369368,0
46,41477.75301124684,12.557752246019191,50.55545023350445,1,1,0,18.093873740626638,2,5201.517778187195,2.245303437020814,0
37,15000.0,15.740068366348808,65.12782644966131,1,1,0,10.756338739325589,3,2170.7097919485764,4.307361324175006,0
21,47074.02157656294,16.633826328759604,46.61092625043935,0,0,0,19.442979847348433,1,6970.250598065259,15.937267025741019,0
46,15850.188033216407,52.839359223208746,46.63505500134468,0,1,0,14.080263813941656,0,9413.255470607688,3.607282620671479,1
29,18317.530722602307,17.343015875687367,44.853706918386415,0,1,0,21.047859396612115,3,3601.6564489964385,7.052501787222363,0
52,29175.888524460832,17.678433491762327,80.92790672574145,0,0,0,16.75239599900815,2,4776.907765702791,3.2473742102841374,1
31,15648.595136723508,44.46123109156084,81.19931384544704,0,1,0,0.0,5,6954.428158263984,0.0,1
68,24824.15481494915,12.082080533534732,34.941798644071746,0,0,1,19.831341106314028,1,2985.926254127424,3.577505889357967,0
33,15000.0,70.04108961243838,66.49189467451629,0,1,0,19.994610389202453,3,10702.874088253819,15.437565337188374,1
40,15000.0,16.30117175252163,17.657581757557235,0,3,0,5.816758044001732,3,2523.3254737332877,4.308904467566847,0
57,81991.07197323177,32.754568295234,61.756211235224676,1,1,0,11.68757136590512,2,26563.789292039703,9.395473723837034,1
26,15000.0,52.88335227370054,43.574093060621244,1,1,0,11.373273371511335,0,8253.042863558909,10.772746368142691,1
48,31478.35009403232,30.036333856073767,17.34939454192264,0,0,0,9.427748194240404,4,10732.057003527736,6.706410146345643,0
64,66324.38226436797,4.244995355963459,64.03418417173012,2,0,0,3.918877068588424,4,2783.8119221105335,7.861662222482674,0
20,22204.377164279893,20.24417179458134,19.78710688154644,0,1,0,20.82059023309116,1,4434.174732959725,1.205291228066205,0
47,18767.225072334728,34.85222082318221,76.52119787630404,0,1,0,19.07684252471417,3,5887.18924737625,11.829721947542598,1
48,43520.63493549863,4.875856573986234,35.680478402295094,0,0,0,22.089024274706283,5,2093.5305910504044,0.0,0
56,88818.21734148021,4.849977015869156,24.168022562001667,0,0,0,13.84354916885342,1,4794.26082637054,12.235351322186695,0
26,15000.0,52.537046999179694,40.68307508954685,1,0,0,24.33763502323773,4,9129.004807166006,9.560743189646995,1
25,32205.152504080947,28.139836686842735,33.86437864306831,0,0,0,3.162979235175664,5,7814.188634100844,4.088174300368316,0
52,15000.0,7.754257993111613,47.6213999126489,0,0,0,18.30502150591329,3,1115.6717126014419,10.463706628899589,0
49,26514.292257357953,16.311392005257233,66.27015139536401,0,0,0,22.916581106775748,1,4924.983070201275,15.116445252459222,1
48,37322.95185514731,25.031430271482208,89.3788603653301,1,0,0,7.620066933901659,6,10845.332373744684,17.742597994870216,1
50,18330.10898614506,31.750716119211514,47.03111722790726,1,0,0,11.566647390324437,4,4658.41270184237,0.0,1
34,25195.143405941937,11.758056264728884,43.28399362747497,0,0,0,4.252281318083442,3,2457.3029121766353,0.32913600774265905,0
48,15000.0,34.859471576890435,63.13851311477484,0,0,0,21.13487520631806,7,5043.236816749704,16.997245752858603,1
49,38625.304169409006,33.355281794891866,69.2583914628599,0,0,0,7.972555132424661,5,10964.765510852641,5.645849978514868,1
34,84504.10559656199,23.91854360946081,53.23455848608061,0,0,0,15.020504375401003,1,21545.03163578207,3.2530539092864643,0
72,15097.50691468034,21.25392357443083,42.59872891474945,0,0,0,11.398007171104744,1,3678.933304027823,11.417113119727057,0
52,22067.53022948803,19.782889108468815,46.24366010160635,0,0,1,7.4777094144979515,5,4859.306701076826,14.39983158345915,0
27,54286.83337097952,30.33762034986573,62.43509373764141,0,0,0,12.502725597015456,1,14490.099667080292,7.794422804309138,1
54,95766.91749511415,17.17937864750395,22.416929216579224,0,2,0,17.536422307840418,2,19307.56365515247,2.1972332125388156,0
30,15000.0,24.52125434337544,59.74831971327485,1,2,0,15.78558394172801,1,3043.9654828260764,3.8027536338828973,1
56,31728.550780894097,19.270932944756595,55.05473557914878,1,0,0,4.5188927538476324,2,5755.601933422507,6.011085403322593,0
62,45547.210383306054,21.469576777203315,78.9859607346441,0,0,0,18.10802111862881,5,8206.431024876632,11.838713225459518,1
32,33468.32966414897,34.27700195647979,58.22418322326588,0,0,1,17.72560301303338,0,11704.20940810526,0.0,1
59,15000.0,40.12520739808243,23.823560398705027,0,0,0,23.563911056618846,3,5070.793113167355,2.9656898037763133,0
51,54223.62659314211,25.53895087023092,55.419228504261895,1,1,0,6.109147900271543,3,15356.516885277482,5.111673896950927,0
57,122451.3492218034,70.03114662616115,52.188737984523456,0,0,0,23.394941524533316,1,94048.1876695467,3.4905510295266637,1
73,39868.00497745061,24.519861440727063,74.49671849211619,0,0,0,8.61331920035431,6,11476.216832903398,6.142115228982237,1
41,15916.556844016386,19.15869633222073,72.20267683472848,0,0,0,3.5315079179827453,4,2605.9680522176186,11.491371077990037,1
33,24088.70175983189,5.3095351296450355,80.15872372030802,0,1,0,19.74313260653286,3,1338.0707597736573,9.471023372541296,0
31,149631.43569880872,19.330151332773625,37.62727058634057,0,2,0,19.930778315123696,1,29039.885541490323,2.8389363574936484,0
32,75204.77706256323,31.131413395110314,21.020659249066302,1,1,0,22.00299300659424,2,21555.563138224003,11.269706722639038,0
43,60598.250057860416,56.9640293708486,81.77055054137111,0,0,0,8.505694664407994,1,40516.99637578241,15.864300367949642,1
50,48297.25795096186,27.14183682467592,40.776771858860165,1,0,0,8.69170942739601,3,15294.366922882591,14.297157082980851,0
49,21398.803971101566,19.407398224474477,79.16389190438329,0,1,0,10.564749009433315,3,4708.040957010326,1.1968789618083608,0
57,30931.89265830372,24.530355908782234,54.869397920981754,0,0,0,13.838199255827984,1,8683.26514594495,3.9076430805244176,0
45,34120.77828101186,62.47610732754344,49.55100792349365,0,0,0,21.74958552751153,4,20455.08541164288,12.509178808544796,1
66,56368.14386656913,41.44620855544905,46.24894590818335,0,0,0,6.740902921049765,1,20031.552918505808,0.9417855510805397,1
41,121435.08454637963,41.8319942881125,77.90765282435265,0,0,0,18.003547316929644,0,56709.84102582423,6.155956161842866,1
80,88846.95035176264,22.053545627235717,17.70226066511781,0,1,0,17.264079842603273,7,18359.63554896788,13.067139000579823,0
54,15000.0,48.74533580440165,30.574071213146247,0,2,1,11.367095787529625,4,6037.284128014713,12.215734990239639,1
32,43442.60736933272,9.321113892433685,22.278437225993624,1,1,0,21.13710735979119,4,4506.9033207467,14.312819623206764,0
28,65474.149273033414,50.70859258301997,46.87613521067175,1,1,0,24.590104915119035,3,28239.240753689493,6.060760399669763,1
52,59580.776800073625,17.631253671442003,24.527252829744008,0,0,0,23.860939443162195,4,11915.573122517706,19.20338092650809,0
41,21951.98811880047,25.44581723258567,24.905492052911832,0,0,0,13.703067697117085,2,4898.611473176377,10.069882733201446,0
55,200000.0,17.274590325056288,56.21408329105954,0,1,0,18.9320294413014,3,32473.180493682514,4.908180466146394,0
52,15000.0,37.036332642378945,45.04675490635498,0,0,0,12.845466123021964,4,5843.875914554814,4.379366435146297,1
43,15267.00499857261,34.160128056743694,47.974130276841834,0,0,0,12.540439465645473,1,4577.8218860427805,9.354591438319568,1
32,43777.534989758984,37.768148931576825,71.8104103807066,0,1,0,13.065889771101071,1,15933.559358525257,12.670407030862597,1
22,197489.84493902005,8.261744043844752,55.8575589412561,0,0,0,6.41415559602612,2,13697.516800915218,8.413852649137077,0
38,18602.367181698162,13.024094246911966,21.96571746916215,0,0,0,5.576254860664504,1,2065.67130886521,12.348415992854985,0
57,29358.49753322099,28.23435805948811,91.57498808005099,0,0,0,7.343686913113833,7,9234.557640197812,8.883886457250323,1
48,85976.98631300667,26.458256328637937,57.26789085131663,0,1,0,18.48374887891658,4,24585.67498555382,10.891347550162426,0
26,35800.254313399855,32.83977349942644,44.17668808908831,0,0,0,21.777482823627846,2,12046.093403081593,0.220260160927781,1
47,27786.81527173231,8.804084624716179,30.380882073778153,1,1,0,2.3425451877582137,2,2751.3039627429803,4.467905763358605,0
50,57096.969547327164,8.257053637748571,63.96079658987692,1,1,0,9.026764219981173,2,5474.705174829968,6.29267664047222,0
31,45162.139456907455,27.79708555377419,37.15528741602709,0,2,1,2.579434251743322,4,13404.430483922924,10.121422906452429,0
47,82813.88574187215,70.54176312464455,84.77362761718108,1,0,0,13.746050462340657,1,68477.09711024143,8.437068695827609,1
45,102045.60612920341,10.621217825572993,66.09209086586205,0,0,0,15.697275660766618,4,9106.149688489751,18.870496091035736,0
27,46425.420695199675,7.245040646944337,44.94392315500498,0,0,0,14.375849452654458,3,3132.785862853124,3.0689207799290905,0
50,45861.725464088995,23.746652549509587,66.81088771564832,0,3,0,26.974350010132376,2,11408.645506832354,13.004628107799318,1
53,43100.452972047904,49.772307764300585,47.51259419577907,0,2,0,5.21363710242661,1,19417.65686548967,0.0,1
61,53707.31254881156,46.33386800149007,49.65192182863703,0,2,0,3.5061973975991787,3,26323.562516951984,0.0,1
60,37954.240294489646,21.876151283176316,63.64060161513556,0,2,0,8.30229079901081,9,9708.764041468245,2.154629115738123,1
24,36297.82910309604,40.363792105455474,18.47805485779074,0,0,0,11.825728958738473,4,13230.951810036744,19.76425387496574,0
30,94589.49446079947,10.838369564924308,71.29143742428371,0,0,0,26.033986852747862,1,10824.406929861125,12.584489314989648,0
52,122136.30379502226,51.13379287746946,44.05438983371509,0,1,0,19.51945440771332,2,71064.2706344081,22.051512398151957,1
52,15000.0,17.790148812799156,91.65717479582646,0,0,0,13.855973868907245,1,2703.6093487636103,5.390526061005891,1
52,36607.81134675859,28.65416160857504,45.43516777796211,1,3,0,23.672617871876845,4,12404.130267064145,0.0,0
80,20932.211116019516,28.50603265482729,65.54805108716228,0,2,0,13.812221847113081,2,5356.376657854795,12.99774654418759,1
53,28317.147725023136,31.562634913508315,50.019257820395325,0,0,1,11.264994984286336,4,8396.053971387735,5.658840924031381,1
62,50111.85910719222,11.068284149360306,45.9117176622349,0,0,0,16.244242321115316,1,4506.603957217463,9.989470911503659,0
59,62040.997607715406,72.4188936999933,63.786616142640504,0,0,0,5.283335518235772,4,39164.69128989487,3.84615426051292,1
54,33199.79051551154,13.634898969070598,56.33945005908192,0,0,0,7.713932073201963,2,3918.6234070535434,0.0,0
40,15000.0,52.69132090139473,70.26031580350147,1,1,0,27.71450304695488,6,8631.511931463425,8.327875660760668,1
56,16780.344925134712,37.54094931001866,44.46218075115957,1,0,0,18.87643299461121,1,6522.003836179153,5.025988388223171,1
33,74399.14554612442,20.3691462207417,35.62736332508573,0,0,0,20.536733069720217,4,17735.494473047518,5.12403758997733,0
41,15000.0,7.468389756780809,46.427404151912185,0,0,0,11.783333861404937,6,911.0456636592261,7.061575541981076,0
37,93895.87376307613,20.287922676490926,9.94741442761003,1,1,0,13.597337116203887,2,20228.179351185594,8.583839016485888,0
46,55104.35292727457,7.819615179015248,26.257445984854783,1,1,1,26.39267694245432,1,3570.9987552285575,0.7801565648790252,0
79,104082.6803065882,17.8271664944588,61.297699121700624,2,0,0,7.794931612862882,1,18177.684569962155,8.802591932184438,0
18,30981.472716528657,13.380791611811373,58.23279572386531,1,0,0,16.943521321963185,3,4235.811198031031,9.166754363851341,0
55,15000.0,6.855590450031465,50.68645966522006,0,1,0,23.505266771974096,4,1059.0303177466155,12.482349673545789,0
20,51240.73566792869,16.129512378483042,42.819871132551405,0,2,0,7.119353646957104,5,7425.153340545403,5.159122979185186,0
37,100682.01865236631,54.69162043884964,39.52634349648649,0,1,0,8.567775628296067,3,56816.23045294433,9.31971926195569,1
61,76098.0138586078,14.448548843599557,45.68149436189587,0,0,0,9.244676907058178,1,11638.692989068451,1.8941178457084273,0
45,21372.211159222305,16.997343405825884,40.87481129190094,0,0,0,14.707051657872112,6,4294.530935540618,23.080405380868882,0
28,38925.65642380856,7.504155707746276,24.261989962669304,0,0,0,13.819223267035513,2,3241.672446971965,0.0,0
34,23711.86856190872,34.02035633729821,40.14962927228331,0,1,0,9.68903072765145,2,8408.732110473822,0.0,1
55,18856.007241318875,21.286073631134666,44.72906355061805,0,0,0,16.716691031481382,2,3306.4273579020123,6.581774960380032,0
34,77988.04751510284,26.181758342236293,30.531456926463136,0,0,0,12.006474012940805,3,23751.569687575215,3.3439494781373718,0
48,15000.0,27.11636563788884,46.92411379322212,0,0,1,12.568557021543585,0,3516.8117153967514,19.149017985846196,0
